device_mac,device_name,temperature,humidity,energy_amp,relay_status,timestamp
F4:12:FA:9B:62:48,EV Charger,17.04,49.41,0.0,off,2026-01-26 02:35:00
F4:12:FA:9B:62:48,EV Charger,17.83,49.01,0.0,off,2026-01-26 02:40:00
F4:12:FA:9B:62:48,EV Charger,17.04,48.43,0.0,off,2026-01-26 02:45:00
F4:12:FA:9B:62:48,EV Charger,17.86,48.39,0.0,off,2026-01-26 02:50:00
F4:12:FA:9B:62:48,EV Charger,17.39,48.38,0.0,off,2026-01-26 02:55:00
F4:12:FA:9B:62:48,EV Charger,17.26,48.25,0.0,off,2026-01-26 03:00:00
F4:12:FA:9B:62:48,EV Charger,17.38,48.86,0.0,off,2026-01-26 03:05:00
F4:12:FA:9B:62:48,EV Charger,17.1,49.78,0.0,off,2026-01-26 03:10:00
F4:12:FA:9B:62:48,EV Charger,16.74,48.27,0.0,off,2026-01-26 03:15:00
F4:12:FA:9B:62:48,EV Charger,17.57,47.78,0.0,off,2026-01-26 03:20:00
F4:12:FA:9B:62:48,EV Charger,17.48,48.43,0.0,off,2026-01-26 03:25:00
F4:12:FA:9B:62:48,EV Charger,17.72,48.04,0.0,off,2026-01-26 03:30:00
F4:12:FA:9B:62:48,EV Charger,18.07,48.71,0.0,off,2026-01-26 03:35:00
F4:12:FA:9B:62:48,EV Charger,17.32,49.25,0.0,off,2026-01-26 03:40:00
F4:12:FA:9B:62:48,EV Charger,17.9,49.97,0.0,off,2026-01-26 03:45:00
F4:12:FA:9B:62:48,EV Charger,17.49,48.61,0.0,off,2026-01-26 03:50:00
F4:12:FA:9B:62:48,EV Charger,17.75,47.09,0.0,off,2026-01-26 03:55:00
F4:12:FA:9B:62:48,EV Charger,17.74,47.13,0.0,off,2026-01-26 04:00:00
F4:12:FA:9B:62:48,EV Charger,17.33,47.88,0.0,off,2026-01-26 04:05:00
F4:12:FA:9B:62:48,EV Charger,18.02,47.15,0.0,off,2026-01-26 04:10:00
F4:12:FA:9B:62:48,EV Charger,17.48,46.89,0.0,off,2026-01-26 04:15:00
F4:12:FA:9B:62:48,EV Charger,17.67,47.67,0.0,off,2026-01-26 04:20:00
F4:12:FA:9B:62:48,EV Charger,17.92,48.32,0.0,off,2026-01-26 04:25:00
F4:12:FA:9B:62:48,EV Charger,17.72,46.71,0.0,off,2026-01-26 04:30:00
F4:12:FA:9B:62:48,EV Charger,17.97,47.59,0.0,off,2026-01-26 04:35:00
F4:12:FA:9B:62:48,EV Charger,18.4,45.84,0.0,off,2026-01-26 04:40:00
F4:12:FA:9B:62:48,EV Charger,17.99,46.95,0.0,off,2026-01-26 04:45:00
F4:12:FA:9B:62:48,EV Charger,18.0,47.35,0.0,off,2026-01-26 04:50:00
F4:12:FA:9B:62:48,EV Charger,17.63,48.26,0.0659,on,2026-01-26 04:55:00
F4:12:FA:9B:62:48,EV Charger,18.12,47.03,0.0,off,2026-01-26 05:00:00
F4:12:FA:9B:62:48,EV Charger,17.56,47.35,0.0,off,2026-01-26 05:05:00
F4:12:FA:9B:62:48,EV Charger,17.62,46.51,0.0,off,2026-01-26 05:10:00
F4:12:FA:9B:62:48,EV Charger,18.34,45.73,0.0,off,2026-01-26 05:15:00
F4:12:FA:9B:62:48,EV Charger,17.67,46.75,0.0,off,2026-01-26 05:20:00
F4:12:FA:9B:62:48,EV Charger,17.88,45.77,0.0,off,2026-01-26 05:25:00
F4:12:FA:9B:62:48,EV Charger,18.56,44.25,0.0,off,2026-01-26 05:30:00
F4:12:FA:9B:62:48,EV Charger,17.97,44.47,0.0,off,2026-01-26 05:35:00
F4:12:FA:9B:62:48,EV Charger,18.19,45.31,0.0,off,2026-01-26 05:40:00
F4:12:FA:9B:62:48,EV Charger,18.29,44.48,0.0,off,2026-01-26 05:45:00
F4:12:FA:9B:62:48,EV Charger,17.39,44.29,0.0,off,2026-01-26 05:50:00
F4:12:FA:9B:62:48,EV Charger,17.79,45.28,0.0,off,2026-01-26 05:55:00
F4:12:FA:9B:62:48,EV Charger,18.15,45.23,0.0,off,2026-01-26 06:00:00
F4:12:FA:9B:62:48,EV Charger,17.68,44.95,0.0,off,2026-01-26 06:05:00
F4:12:FA:9B:62:48,EV Charger,17.54,45.65,0.0,off,2026-01-26 06:10:00
F4:12:FA:9B:62:48,EV Charger,18.42,43.3,0.0,off,2026-01-26 06:15:00
F4:12:FA:9B:62:48,EV Charger,17.62,44.87,0.0,off,2026-01-26 06:20:00
F4:12:FA:9B:62:48,EV Charger,18.09,44.97,0.0,off,2026-01-26 06:25:00
F4:12:FA:9B:62:48,EV Charger,19.52,45.68,0.0,off,2026-01-26 06:30:00
F4:12:FA:9B:62:48,EV Charger,18.37,43.92,0.0,off,2026-01-26 06:35:00
F4:12:FA:9B:62:48,EV Charger,18.27,44.3,0.0,off,2026-01-26 06:40:00
F4:12:FA:9B:62:48,EV Charger,18.89,42.16,0.0429,on,2026-01-26 06:45:00
F4:12:FA:9B:62:48,EV Charger,17.79,44.0,0.0,off,2026-01-26 06:50:00
F4:12:FA:9B:62:48,EV Charger,18.38,43.88,0.0506,on,2026-01-26 06:55:00
F4:12:FA:9B:62:48,EV Charger,17.5,44.26,0.0,off,2026-01-26 07:00:00
F4:12:FA:9B:62:48,EV Charger,17.41,43.65,0.0,off,2026-01-26 07:05:00
F4:12:FA:9B:62:48,EV Charger,17.65,44.86,0.0,off,2026-01-26 07:10:00
F4:12:FA:9B:62:48,EV Charger,18.23,41.37,0.0,off,2026-01-26 07:15:00
F4:12:FA:9B:62:48,EV Charger,17.95,42.85,0.0,off,2026-01-26 07:20:00
F4:12:FA:9B:62:48,EV Charger,17.2,43.69,0.0,off,2026-01-26 07:25:00
F4:12:FA:9B:62:48,EV Charger,18.19,42.75,0.0,off,2026-01-26 07:30:00
F4:12:FA:9B:62:48,EV Charger,17.7,44.75,0.0,off,2026-01-26 07:35:00
F4:12:FA:9B:62:48,EV Charger,17.97,43.26,0.0,off,2026-01-26 07:40:00
F4:12:FA:9B:62:48,EV Charger,18.45,41.27,0.0,off,2026-01-26 07:45:00
F4:12:FA:9B:62:48,EV Charger,17.58,42.45,0.0,off,2026-01-26 07:50:00
F4:12:FA:9B:62:48,EV Charger,18.5,39.35,0.0,off,2026-01-26 07:55:00
F4:12:FA:9B:62:48,EV Charger,17.32,40.51,0.0,off,2026-01-26 08:00:00
F4:12:FA:9B:62:48,EV Charger,17.19,41.97,0.0,off,2026-01-26 08:05:00
F4:12:FA:9B:62:48,EV Charger,17.74,42.37,0.0,off,2026-01-26 08:10:00
F4:12:FA:9B:62:48,EV Charger,18.6,41.24,0.0,off,2026-01-26 08:15:00
F4:12:FA:9B:62:48,EV Charger,17.82,41.93,0.0,off,2026-01-26 08:20:00
F4:12:FA:9B:62:48,EV Charger,17.64,42.16,0.0,off,2026-01-26 08:25:00
F4:12:FA:9B:62:48,EV Charger,17.85,41.34,0.0,off,2026-01-26 08:30:00
F4:12:FA:9B:62:48,EV Charger,18.4,41.72,0.0,off,2026-01-26 08:35:00
F4:12:FA:9B:62:48,EV Charger,17.77,41.3,0.0,off,2026-01-26 08:40:00
F4:12:FA:9B:62:48,EV Charger,17.59,41.11,0.0,off,2026-01-26 08:45:00
F4:12:FA:9B:62:48,EV Charger,17.81,42.57,0.0,off,2026-01-26 08:50:00
F4:12:FA:9B:62:48,EV Charger,18.03,42.36,0.0,off,2026-01-26 08:55:00
F4:12:FA:9B:62:48,EV Charger,17.67,42.02,0.0,off,2026-01-26 09:00:00
F4:12:FA:9B:62:48,EV Charger,17.1,41.37,0.0,off,2026-01-26 09:05:00
F4:12:FA:9B:62:48,EV Charger,17.4,40.64,0.0,off,2026-01-26 09:10:00
F4:12:FA:9B:62:48,EV Charger,17.78,41.02,0.0,off,2026-01-26 09:15:00
F4:12:FA:9B:62:48,EV Charger,17.73,40.76,0.0,off,2026-01-26 09:20:00
F4:12:FA:9B:62:48,EV Charger,17.36,42.41,0.0,off,2026-01-26 09:25:00
F4:12:FA:9B:62:48,EV Charger,17.23,40.79,0.0,off,2026-01-26 09:30:00
F4:12:FA:9B:62:48,EV Charger,17.31,40.84,0.0771,on,2026-01-26 09:35:00
F4:12:FA:9B:62:48,EV Charger,17.91,41.97,0.0,off,2026-01-26 09:40:00
F4:12:FA:9B:62:48,EV Charger,16.71,39.63,0.0,off,2026-01-26 09:45:00
F4:12:FA:9B:62:48,EV Charger,17.38,41.45,0.0,off,2026-01-26 09:50:00
F4:12:FA:9B:62:48,EV Charger,17.03,39.83,0.0,off,2026-01-26 09:55:00
F4:12:FA:9B:62:48,EV Charger,16.16,42.44,0.0,off,2026-01-26 10:00:00
F4:12:FA:9B:62:48,EV Charger,16.63,40.29,0.0,off,2026-01-26 10:05:00
F4:12:FA:9B:62:48,EV Charger,17.17,41.92,0.0,off,2026-01-26 10:10:00
F4:12:FA:9B:62:48,EV Charger,16.98,40.01,0.0,off,2026-01-26 10:15:00
F4:12:FA:9B:62:48,EV Charger,17.07,41.34,0.0,off,2026-01-26 10:20:00
F4:12:FA:9B:62:48,EV Charger,16.23,39.02,0.0,off,2026-01-26 10:25:00
F4:12:FA:9B:62:48,EV Charger,16.5,41.74,0.0,off,2026-01-26 10:30:00
F4:12:FA:9B:62:48,EV Charger,16.85,41.82,0.0,off,2026-01-26 10:35:00
F4:12:FA:9B:62:48,EV Charger,16.56,40.3,0.0,off,2026-01-26 10:40:00
F4:12:FA:9B:62:48,EV Charger,16.77,39.44,0.0,off,2026-01-26 10:45:00
F4:12:FA:9B:62:48,EV Charger,16.8,40.32,0.0,off,2026-01-26 10:50:00
F4:12:FA:9B:62:48,EV Charger,16.84,39.8,0.0,off,2026-01-26 10:55:00
F4:12:FA:9B:62:48,EV Charger,16.55,41.15,0.0,off,2026-01-26 11:00:00
F4:12:FA:9B:62:48,EV Charger,16.51,39.37,0.0,off,2026-01-26 11:05:00
F4:12:FA:9B:62:48,EV Charger,17.34,40.52,0.0,off,2026-01-26 11:10:00
F4:12:FA:9B:62:48,EV Charger,17.25,39.33,0.0,off,2026-01-26 11:15:00
F4:12:FA:9B:62:48,EV Charger,16.3,41.05,0.0,off,2026-01-26 11:20:00
F4:12:FA:9B:62:48,EV Charger,15.97,39.46,0.0,off,2026-01-26 11:25:00
F4:12:FA:9B:62:48,EV Charger,16.67,38.23,0.0,off,2026-01-26 11:30:00
F4:12:FA:9B:62:48,EV Charger,16.35,41.91,0.0,off,2026-01-26 11:35:00
F4:12:FA:9B:62:48,EV Charger,16.4,40.99,0.0,off,2026-01-26 11:40:00
F4:12:FA:9B:62:48,EV Charger,15.6,41.84,0.0,off,2026-01-26 11:45:00
F4:12:FA:9B:62:48,EV Charger,16.06,39.72,0.0,off,2026-01-26 11:50:00
F4:12:FA:9B:62:48,EV Charger,15.36,41.36,0.0,off,2026-01-26 11:55:00
F4:12:FA:9B:62:48,EV Charger,16.11,40.28,0.0,off,2026-01-26 12:00:00
F4:12:FA:9B:62:48,EV Charger,15.32,39.4,0.0,off,2026-01-26 12:05:00
F4:12:FA:9B:62:48,EV Charger,16.02,40.31,0.0,off,2026-01-26 12:10:00
F4:12:FA:9B:62:48,EV Charger,15.87,40.06,0.0,off,2026-01-26 12:15:00
F4:12:FA:9B:62:48,EV Charger,15.7,38.42,0.0,off,2026-01-26 12:20:00
F4:12:FA:9B:62:48,EV Charger,15.83,40.54,0.0,off,2026-01-26 12:25:00
F4:12:FA:9B:62:48,EV Charger,16.16,41.58,0.0,off,2026-01-26 12:30:00
F4:12:FA:9B:62:48,EV Charger,15.83,39.31,0.0,off,2026-01-26 12:35:00
F4:12:FA:9B:62:48,EV Charger,15.7,41.63,0.0,off,2026-01-26 12:40:00
F4:12:FA:9B:62:48,EV Charger,16.43,41.85,0.0,off,2026-01-26 12:45:00
F4:12:FA:9B:62:48,EV Charger,15.16,39.85,0.0,off,2026-01-26 12:50:00
F4:12:FA:9B:62:48,EV Charger,16.07,39.18,0.0729,on,2026-01-26 12:55:00
F4:12:FA:9B:62:48,EV Charger,15.76,38.44,0.0,off,2026-01-26 13:00:00
F4:12:FA:9B:62:48,EV Charger,16.02,39.93,0.0,off,2026-01-26 13:05:00
F4:12:FA:9B:62:48,EV Charger,15.69,39.74,0.0,off,2026-01-26 13:10:00
F4:12:FA:9B:62:48,EV Charger,15.89,38.56,0.0,off,2026-01-26 13:15:00
F4:12:FA:9B:62:48,EV Charger,15.29,40.3,0.0,off,2026-01-26 13:20:00
F4:12:FA:9B:62:48,EV Charger,15.44,39.04,0.0,off,2026-01-26 13:25:00
F4:12:FA:9B:62:48,EV Charger,15.5,39.28,0.0,off,2026-01-26 13:30:00
F4:12:FA:9B:62:48,EV Charger,15.39,40.36,0.0,off,2026-01-26 13:35:00
F4:12:FA:9B:62:48,EV Charger,15.54,40.02,0.0,off,2026-01-26 13:40:00
F4:12:FA:9B:62:48,EV Charger,14.9,39.72,0.0505,on,2026-01-26 13:45:00
F4:12:FA:9B:62:48,EV Charger,14.5,40.37,0.0,off,2026-01-26 13:50:00
F4:12:FA:9B:62:48,EV Charger,15.82,40.65,0.0,off,2026-01-26 13:55:00
F4:12:FA:9B:62:48,EV Charger,15.48,41.52,0.0703,on,2026-01-26 14:00:00
F4:12:FA:9B:62:48,EV Charger,14.71,40.19,0.0,off,2026-01-26 14:05:00
F4:12:FA:9B:62:48,EV Charger,14.7,43.16,0.0,off,2026-01-26 14:10:00
F4:12:FA:9B:62:48,EV Charger,14.76,42.49,0.0,off,2026-01-26 14:15:00
F4:12:FA:9B:62:48,EV Charger,15.19,39.92,0.055,on,2026-01-26 14:20:00
F4:12:FA:9B:62:48,EV Charger,16.05,42.09,0.0,off,2026-01-26 14:25:00
F4:12:FA:9B:62:48,EV Charger,15.39,38.58,0.0,off,2026-01-26 14:30:00
F4:12:FA:9B:62:48,EV Charger,14.45,39.68,0.0,off,2026-01-26 14:35:00
F4:12:FA:9B:62:48,EV Charger,14.45,40.4,0.0388,on,2026-01-26 14:40:00
F4:12:FA:9B:62:48,EV Charger,14.54,42.93,0.0,off,2026-01-26 14:45:00
F4:12:FA:9B:62:48,EV Charger,15.0,40.44,0.0,off,2026-01-26 14:50:00
F4:12:FA:9B:62:48,EV Charger,14.62,42.91,0.0,off,2026-01-26 14:55:00
F4:12:FA:9B:62:48,EV Charger,14.8,41.08,0.0,off,2026-01-26 15:00:00
F4:12:FA:9B:62:48,EV Charger,14.29,42.47,0.0,off,2026-01-26 15:05:00
F4:12:FA:9B:62:48,EV Charger,15.29,41.65,0.0,off,2026-01-26 15:10:00
F4:12:FA:9B:62:48,EV Charger,14.55,41.05,0.0,off,2026-01-26 15:15:00
F4:12:FA:9B:62:48,EV Charger,14.27,40.96,0.0,off,2026-01-26 15:20:00
F4:12:FA:9B:62:48,EV Charger,14.22,41.92,0.0,off,2026-01-26 15:25:00
F4:12:FA:9B:62:48,EV Charger,14.08,42.35,0.0,off,2026-01-26 15:30:00
F4:12:FA:9B:62:48,EV Charger,14.35,41.47,0.0,off,2026-01-26 15:35:00
F4:12:FA:9B:62:48,EV Charger,14.66,42.66,0.0,off,2026-01-26 15:40:00
F4:12:FA:9B:62:48,EV Charger,14.42,40.55,0.0,off,2026-01-26 15:45:00
F4:12:FA:9B:62:48,EV Charger,14.53,41.75,0.0,off,2026-01-26 15:50:00
F4:12:FA:9B:62:48,EV Charger,13.89,40.78,0.0,off,2026-01-26 15:55:00
F4:12:FA:9B:62:48,EV Charger,14.29,40.98,0.0,off,2026-01-26 16:00:00
F4:12:FA:9B:62:48,EV Charger,14.57,42.53,0.0,off,2026-01-26 16:05:00
F4:12:FA:9B:62:48,EV Charger,13.74,42.54,0.0,off,2026-01-26 16:10:00
F4:12:FA:9B:62:48,EV Charger,14.04,43.79,0.0,off,2026-01-26 16:15:00
F4:12:FA:9B:62:48,EV Charger,13.96,43.99,0.0,off,2026-01-26 16:20:00
F4:12:FA:9B:62:48,EV Charger,14.48,40.51,0.0,off,2026-01-26 16:25:00
F4:12:FA:9B:62:48,EV Charger,13.83,43.26,0.0,off,2026-01-26 16:30:00
F4:12:FA:9B:62:48,EV Charger,14.17,43.27,0.0,off,2026-01-26 16:35:00
F4:12:FA:9B:62:48,EV Charger,14.06,43.17,0.0,off,2026-01-26 16:40:00
F4:12:FA:9B:62:48,EV Charger,14.15,42.91,0.0,off,2026-01-26 16:45:00
F4:12:FA:9B:62:48,EV Charger,13.92,44.04,0.0,off,2026-01-26 16:50:00
F4:12:FA:9B:62:48,EV Charger,14.49,44.47,0.0,off,2026-01-26 16:55:00
F4:12:FA:9B:62:48,EV Charger,13.94,43.46,0.0,off,2026-01-26 17:00:00
F4:12:FA:9B:62:48,EV Charger,14.58,41.94,0.0,off,2026-01-26 17:05:00
F4:12:FA:9B:62:48,EV Charger,13.91,42.34,0.0,off,2026-01-26 17:10:00
F4:12:FA:9B:62:48,EV Charger,14.04,44.85,0.0,off,2026-01-26 17:15:00
F4:12:FA:9B:62:48,EV Charger,13.15,43.25,0.0,off,2026-01-26 17:20:00
F4:12:FA:9B:62:48,EV Charger,14.14,42.76,0.0,off,2026-01-26 17:25:00
F4:12:FA:9B:62:48,EV Charger,14.47,44.86,0.0,off,2026-01-26 17:30:00
F4:12:FA:9B:62:48,EV Charger,14.51,44.64,0.0,off,2026-01-26 17:35:00
F4:12:FA:9B:62:48,EV Charger,14.11,43.47,0.0,off,2026-01-26 17:40:00
F4:12:FA:9B:62:48,EV Charger,13.68,44.74,0.0,off,2026-01-26 17:45:00
F4:12:FA:9B:62:48,EV Charger,13.81,44.43,0.0,off,2026-01-26 17:50:00
F4:12:FA:9B:62:48,EV Charger,14.33,44.62,0.0,off,2026-01-26 17:55:00
F4:12:FA:9B:62:48,EV Charger,13.61,44.57,0.0,off,2026-01-26 18:00:00
F4:12:FA:9B:62:48,EV Charger,13.78,45.98,0.0,off,2026-01-26 18:05:00
F4:12:FA:9B:62:48,EV Charger,14.54,43.59,0.0,off,2026-01-26 18:10:00
F4:12:FA:9B:62:48,EV Charger,14.12,43.55,0.0,off,2026-01-26 18:15:00
F4:12:FA:9B:62:48,EV Charger,14.61,45.62,0.0,off,2026-01-26 18:20:00
F4:12:FA:9B:62:48,EV Charger,15.07,45.65,0.0,off,2026-01-26 18:25:00
F4:12:FA:9B:62:48,EV Charger,14.31,45.87,0.0,off,2026-01-26 18:30:00
F4:12:FA:9B:62:48,EV Charger,14.2,47.64,0.0,off,2026-01-26 18:35:00
F4:12:FA:9B:62:48,EV Charger,14.57,46.05,0.0,off,2026-01-26 18:40:00
F4:12:FA:9B:62:48,EV Charger,14.08,44.99,0.0,off,2026-01-26 18:45:00
F4:12:FA:9B:62:48,EV Charger,14.0,48.62,0.0,off,2026-01-26 18:50:00
F4:12:FA:9B:62:48,EV Charger,14.27,46.03,0.0,off,2026-01-26 18:55:00
F4:12:FA:9B:62:48,EV Charger,14.41,43.97,5.1585,on,2026-01-26 19:00:00
F4:12:FA:9B:62:48,EV Charger,13.56,46.06,0.0342,on,2026-01-26 19:05:00
F4:12:FA:9B:62:48,EV Charger,13.64,46.35,6.8352,on,2026-01-26 19:10:00
F4:12:FA:9B:62:48,EV Charger,14.08,46.38,3.3425,on,2026-01-26 19:15:00
F4:12:FA:9B:62:48,EV Charger,13.71,47.23,6.057,on,2026-01-26 19:20:00
F4:12:FA:9B:62:48,EV Charger,13.69,49.39,0.0546,on,2026-01-26 19:25:00
F4:12:FA:9B:62:48,EV Charger,13.84,47.59,5.5474,on,2026-01-26 19:30:00
F4:12:FA:9B:62:48,EV Charger,13.95,46.98,0.0485,on,2026-01-26 19:35:00
F4:12:FA:9B:62:48,EV Charger,14.74,44.45,5.0653,on,2026-01-26 19:40:00
F4:12:FA:9B:62:48,EV Charger,13.38,46.87,6.4969,on,2026-01-26 19:45:00
F4:12:FA:9B:62:48,EV Charger,14.17,47.84,0.0526,on,2026-01-26 19:50:00
F4:12:FA:9B:62:48,EV Charger,14.95,48.34,4.6115,on,2026-01-26 19:55:00
F4:12:FA:9B:62:48,EV Charger,13.99,46.77,6.5172,on,2026-01-26 20:00:00
F4:12:FA:9B:62:48,EV Charger,14.49,46.37,5.0804,on,2026-01-26 20:05:00
F4:12:FA:9B:62:48,EV Charger,14.64,46.75,6.0704,on,2026-01-26 20:10:00
F4:12:FA:9B:62:48,EV Charger,14.8,46.7,0.0528,on,2026-01-26 20:15:00
F4:12:FA:9B:62:48,EV Charger,13.69,49.63,5.9927,on,2026-01-26 20:20:00
F4:12:FA:9B:62:48,EV Charger,14.81,47.25,0.0495,on,2026-01-26 20:25:00
F4:12:FA:9B:62:48,EV Charger,14.72,46.63,4.3732,on,2026-01-26 20:30:00
F4:12:FA:9B:62:48,EV Charger,15.12,48.34,3.8345,on,2026-01-26 20:35:00
F4:12:FA:9B:62:48,EV Charger,14.86,48.18,5.4226,on,2026-01-26 20:40:00
F4:12:FA:9B:62:48,EV Charger,14.47,48.6,5.2091,on,2026-01-26 20:45:00
F4:12:FA:9B:62:48,EV Charger,14.28,47.96,4.1319,on,2026-01-26 20:50:00
F4:12:FA:9B:62:48,EV Charger,14.69,47.92,5.5147,on,2026-01-26 20:55:00
F4:12:FA:9B:62:48,EV Charger,13.93,49.09,4.8774,on,2026-01-26 21:00:00
F4:12:FA:9B:62:48,EV Charger,14.81,48.87,6.3233,on,2026-01-26 21:05:00
F4:12:FA:9B:62:48,EV Charger,14.25,49.2,6.2862,on,2026-01-26 21:10:00
F4:12:FA:9B:62:48,EV Charger,14.17,48.13,0.0232,on,2026-01-26 21:15:00
F4:12:FA:9B:62:48,EV Charger,14.58,49.03,5.5209,on,2026-01-26 21:20:00
F4:12:FA:9B:62:48,EV Charger,14.19,47.98,5.0108,on,2026-01-26 21:25:00
F4:12:FA:9B:62:48,EV Charger,15.01,47.21,4.4187,on,2026-01-26 21:30:00
F4:12:FA:9B:62:48,EV Charger,14.89,48.17,5.8947,on,2026-01-26 21:35:00
F4:12:FA:9B:62:48,EV Charger,15.1,47.58,6.0602,on,2026-01-26 21:40:00
F4:12:FA:9B:62:48,EV Charger,14.85,50.31,7.5481,on,2026-01-26 21:45:00
F4:12:FA:9B:62:48,EV Charger,15.0,48.88,4.9375,on,2026-01-26 21:50:00
F4:12:FA:9B:62:48,EV Charger,15.69,49.98,4.9984,on,2026-01-26 21:55:00
F4:12:FA:9B:62:48,EV Charger,14.56,50.26,5.05,on,2026-01-26 22:00:00
F4:12:FA:9B:62:48,EV Charger,14.94,49.31,4.9183,on,2026-01-26 22:05:00
F4:12:FA:9B:62:48,EV Charger,15.5,49.55,5.9965,on,2026-01-26 22:10:00
F4:12:FA:9B:62:48,EV Charger,15.55,50.32,5.9478,on,2026-01-26 22:15:00
F4:12:FA:9B:62:48,EV Charger,14.54,49.47,5.8673,on,2026-01-26 22:20:00
F4:12:FA:9B:62:48,EV Charger,15.28,49.85,0.0686,on,2026-01-26 22:25:00
F4:12:FA:9B:62:48,EV Charger,15.41,49.41,0.0345,on,2026-01-26 22:30:00
F4:12:FA:9B:62:48,EV Charger,15.55,49.69,0.0592,on,2026-01-26 22:35:00
F4:12:FA:9B:62:48,EV Charger,14.75,50.2,5.5238,on,2026-01-26 22:40:00
F4:12:FA:9B:62:48,EV Charger,15.17,50.99,5.6777,on,2026-01-26 22:45:00
F4:12:FA:9B:62:48,EV Charger,15.56,47.84,4.7843,on,2026-01-26 22:50:00
F4:12:FA:9B:62:48,EV Charger,14.85,50.07,6.3255,on,2026-01-26 22:55:00
F4:12:FA:9B:62:48,EV Charger,15.84,50.54,0.0,off,2026-01-26 23:00:00
F4:12:FA:9B:62:48,EV Charger,15.54,49.34,0.0,off,2026-01-26 23:05:00
F4:12:FA:9B:62:48,EV Charger,16.13,50.8,0.0,off,2026-01-26 23:10:00
F4:12:FA:9B:62:48,EV Charger,15.74,49.46,0.0,off,2026-01-26 23:15:00
F4:12:FA:9B:62:48,EV Charger,16.23,49.05,0.0,off,2026-01-26 23:20:00
F4:12:FA:9B:62:48,EV Charger,16.01,48.6,0.0,off,2026-01-26 23:25:00
F4:12:FA:9B:62:48,EV Charger,15.37,48.02,0.0,off,2026-01-26 23:30:00
F4:12:FA:9B:62:48,EV Charger,15.3,50.95,0.0,off,2026-01-26 23:35:00
F4:12:FA:9B:62:48,EV Charger,15.74,52.29,0.0,off,2026-01-26 23:40:00
F4:12:FA:9B:62:48,EV Charger,15.6,50.16,0.0,off,2026-01-26 23:45:00
F4:12:FA:9B:62:48,EV Charger,16.11,48.43,0.0,off,2026-01-26 23:50:00
F4:12:FA:9B:62:48,EV Charger,15.99,49.38,0.0,off,2026-01-26 23:55:00
F4:12:FA:9B:62:48,EV Charger,15.78,49.5,0.0,off,2026-01-27 00:00:00
