id,device_name,device_mac,temperature,humidity,energy_amp,relay_status,timestamp
55,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 07:57:29
56,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.43,on,2026-02-01 07:57:40
57,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 07:57:44
58,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 07:57:52
59,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.438,on,2026-02-01 07:58:02
60,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.411,on,2026-02-01 07:58:26
61,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 07:58:30
62,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 07:58:34
63,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.411,on,2026-02-01 07:58:56
64,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 07:59:30
65,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 07:59:33
66,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.438,on,2026-02-01 07:59:37
67,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 07:59:53
68,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 07:59:57
69,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.434,on,2026-02-01 08:00:11
70,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:00:28
71,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:00:36
72,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 08:00:54
73,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.415,on,2026-02-01 08:01:03
74,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 08:01:07
75,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 08:01:26
76,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 08:01:33
77,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.423,on,2026-02-01 08:01:42
78,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.411,on,2026-02-01 08:01:45
79,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.039,on,2026-02-01 08:01:56
80,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.081,on,2026-02-01 08:02:09
81,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.081,on,2026-02-01 08:02:21
82,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.074,on,2026-02-01 08:02:24
83,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.1,on,2026-02-01 08:02:30
84,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:02:46
85,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.085,on,2026-02-01 08:02:57
86,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:03:03
87,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.093,on,2026-02-01 08:03:06
88,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.058,on,2026-02-01 08:03:10
89,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.054,on,2026-02-01 08:03:16
90,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.058,on,2026-02-01 08:03:21
91,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.074,on,2026-02-01 08:03:30
92,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:03:34
93,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:03:42
94,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.058,on,2026-02-01 08:03:46
95,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.081,on,2026-02-01 08:03:51
96,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.07,on,2026-02-01 08:03:55
97,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.074,on,2026-02-01 08:03:59
98,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.058,on,2026-02-01 08:04:02
99,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.07,on,2026-02-01 08:04:12
100,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.054,on,2026-02-01 08:04:16
101,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:04:19
102,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.054,on,2026-02-01 08:04:23
103,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.051,on,2026-02-01 08:04:34
104,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.054,on,2026-02-01 08:04:38
105,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:04:42
106,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.047,on,2026-02-01 08:04:45
107,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.081,on,2026-02-01 08:05:07
108,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:05:11
109,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.043,on,2026-02-01 08:05:20
110,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.089,on,2026-02-01 08:05:24
111,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.07,on,2026-02-01 08:05:28
112,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:05:32
113,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:05:35
114,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.081,on,2026-02-01 08:05:53
115,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.074,on,2026-02-01 08:05:57
116,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:06:15
117,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.062,on,2026-02-01 08:06:19
118,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.077,on,2026-02-01 08:06:30
119,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.051,on,2026-02-01 08:06:36
120,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.074,on,2026-02-01 08:06:39
121,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.07,on,2026-02-01 08:06:49
122,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.097,on,2026-02-01 08:06:52
123,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.077,on,2026-02-01 08:07:13
124,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.093,on,2026-02-01 08:07:17
125,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.077,on,2026-02-01 08:07:26
126,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.077,on,2026-02-01 08:07:30
127,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.077,on,2026-02-01 08:07:36
128,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.066,on,2026-02-01 08:07:40
129,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.235,on,2026-02-01 08:07:45
130,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.097,on,2026-02-01 08:07:51
131,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.089,on,2026-02-01 08:08:00
132,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.192,on,2026-02-01 08:08:04
133,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.465,on,2026-02-01 08:08:07
134,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:08:13
135,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:08:27
136,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:08:31
137,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.453,on,2026-02-01 08:08:35
138,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.051,on,2026-02-01 08:08:35
139,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.438,on,2026-02-01 08:08:39
140,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:08:39
141,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.426,on,2026-02-01 08:08:42
142,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:08:48
143,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:08:50
144,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:08:52
145,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:08:55
146,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:08:55
147,충전기,F4:12:FA:9B:62:48,253.0,17.0,0.446,on,2026-02-01 08:09:00
148,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:09:01
149,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:09:06
150,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:09:18
151,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.054,on,2026-02-01 08:09:22
152,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:09:25
153,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.062,on,2026-02-01 08:09:30
154,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:09:31
155,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:09:34
156,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:09:37
157,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:09:39
158,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.051,on,2026-02-01 08:09:43
159,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:09:48
160,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.438,on,2026-02-01 08:09:53
161,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.031,on,2026-02-01 08:09:53
162,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.031,on,2026-02-01 08:09:57
163,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.039,on,2026-02-01 08:10:03
164,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.062,on,2026-02-01 08:10:03
165,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:10:04
166,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:10:08
167,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.043,on,2026-02-01 08:10:08
169,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:10:12
168,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:10:12
170,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.43,on,2026-02-01 08:10:15
171,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.054,on,2026-02-01 08:10:16
172,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.434,on,2026-02-01 08:10:19
173,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:10:27
174,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.035,on,2026-02-01 08:10:27
175,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:10:31
176,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.028,on,2026-02-01 08:10:31
177,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:10:34
178,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:10:39
179,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.028,on,2026-02-01 08:10:43
180,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.066,on,2026-02-01 08:10:47
181,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.039,on,2026-02-01 08:10:51
182,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:10:51
183,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:10:51
184,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.434,on,2026-02-01 08:10:55
185,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.031,on,2026-02-01 08:10:56
186,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.031,on,2026-02-01 08:10:56
187,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:11:01
188,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:11:02
189,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.043,on,2026-02-01 08:11:05
190,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.461,on,2026-02-01 08:11:06
191,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.031,on,2026-02-01 08:11:07
192,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.492,on,2026-02-01 08:11:10
193,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.016,on,2026-02-01 08:11:10
194,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.143,on,2026-02-01 08:11:12
195,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:11:14
196,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:11:16
197,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:11:18
198,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:11:18
199,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.469,on,2026-02-01 08:11:19
200,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:11:22
201,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.02,on,2026-02-01 08:11:22
202,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.043,on,2026-02-01 08:11:25
203,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.051,on,2026-02-01 08:11:27
204,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:11:28
205,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.031,on,2026-02-01 08:11:30
206,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:11:31
207,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:11:33
208,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:11:34
209,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:11:35
210,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.02,on,2026-02-01 08:11:37
211,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:11:38
212,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.047,on,2026-02-01 08:11:38
213,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.457,on,2026-02-01 08:11:40
214,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:11:41
215,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.062,on,2026-02-01 08:11:42
216,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:11:42
217,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.016,on,2026-02-01 08:11:45
218,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.039,on,2026-02-01 08:11:45
219,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.476,on,2026-02-01 08:11:46
220,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.039,on,2026-02-01 08:11:46
221,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.043,on,2026-02-01 08:11:50
222,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.438,on,2026-02-01 08:11:51
223,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:11:51
224,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.043,on,2026-02-01 08:11:54
225,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:11:55
226,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.028,on,2026-02-01 08:11:55
227,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.031,on,2026-02-01 08:11:55
228,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.054,on,2026-02-01 08:11:58
229,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:11:59
230,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.016,on,2026-02-01 08:11:59
231,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:11:59
232,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:12:02
233,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.012,on,2026-02-01 08:12:03
234,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:12:03
235,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.054,on,2026-02-01 08:12:04
236,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.028,on,2026-02-01 08:12:07
237,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:12:07
238,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:12:10
239,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.039,on,2026-02-01 08:12:11
240,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:12:12
241,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:12:13
242,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:12:14
243,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.031,on,2026-02-01 08:12:16
244,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:12:17
245,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.472,on,2026-02-01 08:12:17
246,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.035,on,2026-02-01 08:12:20
247,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:12:20
248,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:12:24
249,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.047,on,2026-02-01 08:12:26
250,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.043,on,2026-02-01 08:12:28
251,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.051,on,2026-02-01 08:12:30
252,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:12:30
253,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:12:32
254,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.028,on,2026-02-01 08:12:34
255,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.054,on,2026-02-01 08:12:35
256,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.024,on,2026-02-01 08:12:35
257,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:12:39
258,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:12:41
259,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:12:43
260,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.035,on,2026-02-01 08:12:45
261,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.024,on,2026-02-01 08:12:48
262,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.453,on,2026-02-01 08:12:55
263,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.02,on,2026-02-01 08:12:56
264,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:13:00
265,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.062,on,2026-02-01 08:13:01
266,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.012,on,2026-02-01 08:13:03
267,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.453,on,2026-02-01 08:13:04
268,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.039,on,2026-02-01 08:13:05
269,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.02,on,2026-02-01 08:13:07
270,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.442,on,2026-02-01 08:13:08
271,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.035,on,2026-02-01 08:13:10
272,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.031,on,2026-02-01 08:13:11
273,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:13:11
274,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.039,on,2026-02-01 08:13:12
275,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:13:15
276,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.449,on,2026-02-01 08:13:15
277,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.028,on,2026-02-01 08:13:18
278,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.457,on,2026-02-01 08:13:19
279,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.051,on,2026-02-01 08:13:23
280,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.02,on,2026-02-01 08:13:25
281,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.446,on,2026-02-01 08:13:26
282,노트북,F4:12:FA:9C:7F:9C,25.0,17.0,0.058,on,2026-02-01 08:13:28
283,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.024,on,2026-02-01 08:13:29
284,충전기,F4:12:FA:9B:62:48,25.0,17.0,0.453,on,2026-02-01 08:13:30
285,글루건,48:27:E2:E0:53:DC,25.0,17.0,0.016,on,2026-02-01 08:13:33
286,중간4번,F4:12:FA:9C:7F:CC,25.0,17.0,0.024,on,2026-02-01 08:13:33
